id,name,name_cn
474021,千駄木ねこ茶房の文豪ごはん,
474617,歌舞伎町キャットハニー,
474795,狼嗅,
474885,于无深处,
475081,我只会拍烂片啊,我只会拍烂片啊
475170,縛靈,缚灵
475209,神様、縁の売買はじめました。,
475602,キャプテン翼 中学生編 下,
475646,缠绵游戏,
476343,八月の御所グラウンド,
476461,沉冤昭雪之后,
476895,聖女の妹の尻拭いを仰せつかった、ただの侍女でございます ～謝罪先の獣人国で何故か冷酷黒狼陛下に見初められました!?～,
476986,軍神の花嫁,
477283,血眼回収紀行,
477341,レベルガチャ ～ハズレステータス『運』が結局一番重要だった件～,
477357,転生大魔女の異世界暮らし ～古代ローマ風国家で始める魔法研究～,
478695,異世界のんびり開拓記 -平凡サラリーマン、万能自在のビルド&クラフトスキルで、気ままなスローライフ 開拓始めます!-,
479105,超时空神探,
480027,魔人執行官,
480163,朝起きたら探索者になっていたのでダンジョンに潜ってみる,
480284,推しの清楚アイドルが実は隣のナメガキで俺の嫁,
480469,迷宮狂走曲 ~エロゲ世界なのにエロそっちのけでひたすら最強を目指すモブ転生者~,迷宫狂走曲～到了色情游戏世界却无视色情要素，以最强为目标的路人转生者～
652071,創世の大工衆,
653130,Natural2-DUO- お兄ちゃんとの絆,
653247,シドはC級冒険者 稀少スキルを持つ男は、目立たず静かに暮らしたい,
653293,Infantaria ~インファンタリア~,
653318,蒐集者 コレクター,
653405,メイドさんとボイン魂,
653645,完全時間停止 ~無理やり時間を止められた世界でハメられる女たち~,
653856,愛など初めからありませんが。,
653925,MAID iN HEAVEN ~愛という名の欲望~,
653929,七瀬恋,
653935,MILK・ジャンキー 3,
653939,すくみず2 ~泳・げ・な・い~ 世弥・世那編,
653970,ツグナヒ2 もうひとりの奈々,
653972,ドキドキ母娘レッスン ~教えて♪Hなお勉強~,
654427,魔術オタクの魔法革命,
654453,長靴をはいた侍女,
654755,偽装婚約、謹んでお受けいたします 不器用な御曹司と紡ぐ恋は倫敦で花開く,
654874,D.C.II 秋風のアルティメットバトル!,
654897,ニセ教師 下巻,
655042,ワルキューレ調教 上 復讐のはじまり,
655824,世界に男は自分だけ、 全世界の女性を妊娠させて人類を救え!,
655830,鬼父2,
655855,幼なじみが謎解きをしかけてくる,
655891,性器雇用,
655907,俺に彼女ができてから妹たちの様子がおかしい!?,
655920,ぜったい絶頂☆性器の大発明!! 月乃編,
655939,巨乳ファンタジー 2 貴乳争乱篇,
655941,大催眠,
656118,ざまぁ代行勇者 ‐元女神と行く異世界旅‐,
656558,剣澄む ーTSURUGISMー,
657009,東京スピリット・イエーガー 異世界の幻獣、覚醒の狩人,
657018,【急募】賢者一名(勤務時間は応相談),
657028,あなたの呪い、肩代わりします。,
657575,偽聖女と追放された私は、辺境で定食屋をはじめます ~こっそり生活魔法で味付けしていたら、氷の騎士団長様が毎日通ってくるんですけど!?~,
658162,現代忍者は万能ゆえに異世界迷宮を一人でどこまでも深く潜る (1),
658211,王稜五閣の花姫御殿,
658222,税理士鮫島桐子,
658647,最強は田舎農家のおっさんでした ~最高ランクのドラゴンを駆除した結果、実力が世界にバレました~,
658886,異世界エース,
659916,少し冷めた村人少年の冒険記,
660177,オーパーツ♥ラブEX! ~ちょこれーと・みらーじゅ~,
660183,オーパーツ♥ラブ ぶろうあっぷ,
660882,星と魔法の交易路,
660886,悪女の汚名返上いたします!,
162097,犬憑きさん,犬附少女
162338,竪琴の騎士,
162340,水辺のしらべ,
162345,龍と魔法使い,
162371,英国マザーグース物語,
163777,パガニーニ,
164618,TOKYO WAR MOBILE POLICE PATLABOR,机动警察 东京战记
164644,おきざりの天使,
164818,源氏 小说版,源氏
164837,地平線に映る声 エッジ・オブ・ブレイド,
165531,昨夜のカレー、明日のパン,
165609,東京ヴァンパイア・ファイナンス,东京吸血鬼金融
165844,オレ様キングダム-blue-,
165982,蜜毒の罠,
166908,機動執事 —とある軍事ロボットの再就職—,
166909,ワールド エンド エクリプス 天穹の軍師,
166962,異世界からの一粒の ～この姫騎士、チェンジ！～,
